,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
1609,26-06-2022,active,SVG,Active,Contract,Zone A,Part-Time,Production       ,Aerial,Laborer,Female,1372,Asian,Single,Fully Meets,3,2036,4,3,4,Communication Skills,Internal,Completed
1610,09-01-2021,14-May-22,EW,Active,Contract,Zone C,Full-Time,Production       ,General - Con,Clerk,Female,14973,White,Married,Fully Meets,3,2037,2,5,4,Leadership Development,Internal,Failed
1611,02-09-2018,active,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,Foreman,Female,81445,Black,Married,Fully Meets,3,2038,5,3,2,Technical Skills,Internal,Passed
1612,22-04-2022,active,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Operator,Female,29345,White,Single,Fully Meets,3,2039,5,2,2,Customer Service,External,Incomplete
1613,05-12-2021,26-Jun-23,NEL,Active,Contract,Zone B,Temporary,Production       ,General - Con,Lineman,Female,33621,Other,Divorced,Fully Meets,3,2040,1,2,5,Communication Skills,Internal,Passed
1614,13-09-2022,active,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Female,91981,Black,Single,Fully Meets,3,2041,1,1,5,Technical Skills,External,Completed
1615,24-11-2019,active,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Female,79529,White,Married,Fully Meets,3,2042,5,2,1,Customer Service,External,Passed
1616,19-03-2020,active,CCDR,Active,Contract,Zone C,Part-Time,Production       ,Isp,Technician,Female,7492,White,Married,Fully Meets,3,2043,1,3,3,Project Management,Internal,Passed
1617,14-09-2022,active,SVG,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Operator,Female,16589,Black,Married,Fully Meets,3,2044,5,1,5,Customer Service,External,Passed
1618,21-09-2021,active,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Fielders,Engineer,Female,39813,Other,Divorced,Fully Meets,3,2045,3,1,4,Customer Service,Internal,Incomplete
1619,22-05-2020,active,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,Manager,Female,31663,Asian,Widowed,Fully Meets,3,2046,2,2,4,Technical Skills,Internal,Incomplete
1620,13-12-2022,active,TNS,Active,Contract,Zone A,Part-Time,Production       ,Aerial,Laborer,Female,26502,White,Single,Fully Meets,3,2047,3,5,3,Technical Skills,Internal,Failed
1621,07-02-2022,active,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Aerial,Laborer,Female,4321,Asian,Married,Fully Meets,3,2048,2,5,4,Customer Service,External,Failed
1622,06-10-2020,active,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,93573,Asian,Widowed,Fully Meets,3,2049,3,1,3,Project Management,Internal,Failed
1623,11-01-2022,16-Dec-22,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Wireless,Safety,Female,17084,White,Widowed,Fully Meets,3,2050,5,4,5,Communication Skills,Internal,Completed
1624,26-02-2022,active,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Female,18433,Black,Single,Fully Meets,3,2051,5,2,4,Project Management,Internal,Incomplete
1625,10-06-2020,13-Nov-22,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Female,61020,Hispanic,Married,Fully Meets,3,2052,1,4,4,Project Management,Internal,Completed
1626,27-09-2021,active,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Engineer,Female,34501,White,Divorced,Fully Meets,3,2053,5,3,1,Leadership Development,Internal,Incomplete
1627,25-10-2018,15-Oct-21,MSC,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Coordinator,Female,41617,Black,Married,Fully Meets,3,2054,4,5,3,Leadership Development,Internal,Incomplete
1628,25-11-2020,active,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,Executive,Female,70318,White,Divorced,Fully Meets,3,2055,5,4,2,Technical Skills,External,Passed
1629,17-04-2020,26-Feb-22,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,69455,White,Divorced,Fully Meets,3,2056,3,4,1,Technical Skills,External,Failed
1630,15-04-2021,active,WBL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Male,28907,Hispanic,Married,Fully Meets,3,2057,4,1,3,Customer Service,Internal,Failed
1631,17-04-2022,03-Jun-22,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Male,9125,White,Divorced,Fully Meets,3,2058,5,5,4,Customer Service,Internal,Passed
1632,29-07-2023,06-Aug-23,PL,Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,Laborer,Female,7499,White,Married,Fully Meets,3,2059,4,4,5,Customer Service,External,Completed
1633,26-01-2023,active,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3,2060,5,5,5,Project Management,External,Failed
1634,12-12-2018,active,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Field Project Manager,Female,55355,Other,Married,Fully Meets,3,2061,2,4,3,Technical Skills,External,Incomplete
1635,25-10-2018,active,SVG,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Laborer,Female,35346,Hispanic,Single,Fully Meets,3,2062,4,1,2,Project Management,External,Passed
1636,20-05-2021,active,EW,Active,Contract,Zone B,Full-Time,Production       ,Aerial,Groundman,Female,72585,Hispanic,Married,Fully Meets,3,2063,4,5,3,Technical Skills,External,Failed
1637,28-08-2020,26-Dec-20,MSC,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,Executive,Female,32823,White,Single,Fully Meets,3,2064,1,3,5,Technical Skills,Internal,Passed
1638,10-05-2020,active,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,18169,Other,Single,Fully Meets,3,2065,5,4,4,Leadership Development,Internal,Failed
1639,04-08-2023,04-Aug-23,MSC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Female,71853,Asian,Single,Fully Meets,3,2066,1,5,1,Customer Service,Internal,Passed
1640,22-04-2022,active,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,Project Manager,Female,97487,White,Divorced,Fully Meets,3,2067,5,2,1,Leadership Development,External,Failed
1641,05-06-2021,active,PL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,53645,White,Divorced,Fully Meets,3,2068,4,3,5,Leadership Development,Internal,Incomplete
1642,29-06-2022,active,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,Manager,Female,43569,Other,Widowed,Fully Meets,3,2069,3,1,5,Communication Skills,External,Incomplete
1643,02-07-2022,active,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Operator,Female,38800,White,Divorced,Fully Meets,3,2070,3,4,5,Technical Skills,Internal,Completed
1644,04-01-2023,active,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,Laborer,Female,72287,White,Widowed,Fully Meets,3,2071,2,1,5,Technical Skills,Internal,Incomplete
1645,08-07-2023,active,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,Engineer,Female,37599,White,Single,Fully Meets,3,2072,5,4,1,Customer Service,Internal,Passed
1646,03-03-2023,06-Aug-23,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Manager,Female,52861,Hispanic,Single,Fully Meets,3,2073,1,2,2,Project Management,Internal,Incomplete
1647,19-08-2019,active,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Supervisor,Female,11079,Hispanic,Widowed,Fully Meets,3,2074,3,2,4,Project Management,Internal,Passed
1648,30-10-2018,active,NEL,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Female,88221,Other,Married,Fully Meets,3,2075,4,5,2,Customer Service,External,Incomplete
1649,07-12-2021,02-Jan-23,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Project Manager,Female,83667,Black,Divorced,Fully Meets,3,2076,5,5,1,Communication Skills,Internal,Completed
1650,18-11-2020,13-Feb-21,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Foreman,Female,50403,Asian,Married,Fully Meets,3,2077,4,1,1,Communication Skills,Internal,Completed
1651,26-09-2018,15-Oct-19,SVG,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Female,50499,White,Single,Fully Meets,3,2078,5,5,2,Communication Skills,Internal,Incomplete
1652,19-06-2022,active,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Flagger,Female,60487,White,Married,Fully Meets,3,2079,4,2,3,Leadership Development,External,Completed
1653,15-09-2022,14-Feb-23,WBL,Active,Contract,Zone B,Temporary,Production       ,Catv,Supervisor,Female,34104,Other,Married,Fully Meets,3,2080,4,1,4,Project Management,External,Failed
1654,09-05-2020,active,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,Supervisor,Female,84354,Asian,Married,Fully Meets,3,2081,1,1,4,Customer Service,External,Failed
1655,17-02-2021,active,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Laborer,Male,53786,Black,Single,Fully Meets,3,2082,4,2,4,Customer Service,External,Incomplete
1656,12-04-2020,active,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3,2083,2,2,4,Project Management,External,Incomplete
1657,30-03-2021,active,MSC,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,Assistant,Female,77142,Hispanic,Divorced,Fully Meets,3,2084,3,2,2,Project Management,External,Passed
1658,05-05-2019,11-Jan-22,NEL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,Engineer,Female,8666,Asian,Married,Fully Meets,3,2085,3,4,4,Project Management,External,Incomplete
1659,31-05-2021,12-Nov-21,PL,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Female,26272,Asian,Divorced,Fully Meets,3,2086,5,4,3,Communication Skills,External,Completed
1660,21-11-2019,24-Jun-20,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Female,11105,Black,Widowed,Fully Meets,3,2087,4,4,1,Leadership Development,Internal,Completed
1661,19-07-2019,active,SVG,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),Coordinator,Female,37040,White,Divorced,Fully Meets,3,2088,2,1,2,Communication Skills,External,Completed
1662,29-12-2018,04-Jul-20,TNS,Active,Contract,Zone C,Part-Time,Production       ,Technology / It,Director,Female,93414,White,Married,Fully Meets,3,2089,5,3,3,Communication Skills,Internal,Completed
1663,12-01-2023,active,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,Assistant,Female,33206,Asian,Divorced,Fully Meets,3,2090,3,4,3,Leadership Development,Internal,Incomplete
1664,25-11-2022,active,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Locator,Female,72118,Black,Single,Fully Meets,3,2091,3,1,1,Leadership Development,Internal,Incomplete
1665,13-11-2019,active,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,36134,Asian,Widowed,Fully Meets,3,2092,1,2,3,Communication Skills,External,Completed
1666,08-09-2020,24-Aug-22,PL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Technician,Female,18116,Hispanic,Married,Fully Meets,3,2093,2,3,1,Leadership Development,External,Failed
1667,16-06-2019,07-Sep-21,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Groundman,Female,67210,Black,Married,Fully Meets,3,2094,2,5,5,Leadership Development,Internal,Passed
1668,14-07-2023,16-Jul-23,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Female,60616,Other,Divorced,Fully Meets,3,2095,5,3,1,Leadership Development,Internal,Passed
1669,18-07-2023,active,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Construction Manager,Female,17358,Black,Single,Fully Meets,3,2096,3,4,4,Communication Skills,External,Completed
1670,06-12-2018,09-Apr-19,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Female,29605,Black,Widowed,PIP,2,2097,2,1,4,Technical Skills,External,Incomplete
1671,15-07-2020,active,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,Laborer,Female,51886,Other,Divorced,PIP,5,2098,2,4,1,Project Management,External,Incomplete
1672,30-10-2018,active,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,Vp,Female,66261,Hispanic,Widowed,PIP,4,2099,1,4,5,Customer Service,External,Completed
1673,13-09-2022,active,CCDR,Active,Contract,Zone A,Temporary,Production       ,Aerial,Coordinator,Female,26880,Other,Divorced,Exceeds,4,2100,1,1,1,Communication Skills,External,Incomplete
1674,28-12-2022,13-May-23,SVG,Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,Engineer,Female,35098,Hispanic,Married,PIP,5,2101,4,4,2,Leadership Development,External,Completed
1675,24-03-2023,active,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Driller,Female,90728,Asian,Single,Exceeds,2,2102,1,1,3,Communication Skills,Internal,Passed
1676,02-10-2020,active,MSC,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Construction Manager,Female,49149,Asian,Widowed,Exceeds,5,2103,1,4,5,Technical Skills,Internal,Incomplete
1677,14-09-2020,active,TNS,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Female,73771,Hispanic,Widowed,Exceeds,2,2104,1,4,3,Technical Skills,External,Completed
1678,19-01-2020,active,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,Supervisor,Female,92541,Hispanic,Single,Needs Improvement,4,2105,3,4,2,Technical Skills,External,Completed
1679,14-04-2019,20-Jan-23,WBL,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Foreman,Male,47601,White,Widowed,Exceeds,2,2106,5,5,1,Customer Service,Internal,Passed
1680,02-06-2023,24-Jul-23,NEL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Project Manager,Female,68361,Hispanic,Widowed,Exceeds,1,2107,4,1,1,Communication Skills,External,Passed
1681,09-05-2022,03-Jan-23,PL,Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Driller,Female,71922,White,Widowed,Needs Improvement,2,2108,1,2,4,Customer Service,Internal,Completed
1682,23-02-2021,active,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Female,51689,Other,Divorced,Exceeds,5,2109,3,3,5,Project Management,External,Failed
1683,04-06-2021,active,CCDR,Active,Contract,Zone C,Temporary,Production       ,General - Sga,Vp,Female,97553,Black,Single,Exceeds,4,2110,1,4,2,Communication Skills,Internal,Passed
1684,29-03-2022,30-Jul-22,SVG,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Lineman,Female,92067,Asian,Single,Needs Improvement,5,2111,2,3,1,Customer Service,Internal,Passed
1685,30-07-2019,21-Jan-20,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Technician,Female,65114,Other,Widowed,Exceeds,4,2112,4,3,1,Customer Service,External,Failed
1686,09-07-2020,10-Dec-22,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Clerk,Female,9677,White,Widowed,Exceeds,2,2113,5,1,5,Project Management,Internal,Passed
1687,24-08-2019,active,NEL,Active,Contract,Zone C,Part-Time,Production       ,Engineers,Project Manager,Female,38475,White,Single,Exceeds,4,2114,5,4,1,Communication Skills,External,Completed
1688,15-04-2019,10-May-23,PL,Active,Contract,Zone A,Part-Time,Production       ,Billable Consultants,Engineer,Female,25166,Asian,Married,Exceeds,2,2115,5,2,1,Leadership Development,Internal,Incomplete
1689,21-08-2021,active,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Female,81288,Black,Divorced,Needs Improvement,4,2116,1,4,2,Leadership Development,Internal,Completed
1690,22-06-2020,active,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,45637,Hispanic,Divorced,Exceeds,2,2117,2,3,2,Customer Service,External,Incomplete
1691,28-01-2020,active,SVG,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Eng,Coordinator,Female,41529,White,Widowed,Exceeds,5,2118,3,2,4,Leadership Development,Internal,Completed
1692,29-03-2019,active,EW,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,Foreman,Female,72491,White,Married,Exceeds,5,2119,1,2,3,Technical Skills,External,Passed
1693,05-10-2018,active,MSC,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2,2120,4,4,1,Project Management,External,Incomplete
1694,20-08-2020,active,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Female,12265,Asian,Married,Exceeds,5,2121,4,1,3,Project Management,Internal,Passed
1695,11-06-2021,14-Nov-22,BPC,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Locator,Female,65636,Asian,Married,Needs Improvement,5,2122,3,3,2,Technical Skills,External,Passed
1696,10-09-2021,active,CCDR,Active,Contract,Zone B,Temporary,Production       ,Catv,Project Manager,Female,96364,White,Widowed,Exceeds,2,2123,3,5,3,Project Management,External,Failed
1697,21-02-2023,09-Jul-23,SVG,Terminated,Contract,Zone B,Temporary,Production       ,Wireline Construction,Laborer,Female,42707,White,Single,Exceeds,2,2124,4,1,5,Leadership Development,Internal,Completed
1698,09-08-2019,active,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Engineers,Project Manager,Female,1514,White,Divorced,Exceeds,4,2125,4,5,3,Communication Skills,External,Incomplete
1699,08-03-2021,07-Oct-22,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Technology / It,Helpdesk,Female,35121,Black,Married,PIP,1,2126,3,4,4,Communication Skills,External,Failed
1700,20-07-2019,active,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Foreman,Female,36490,Black,Single,Needs Improvement,4,2127,2,2,3,Leadership Development,Internal,Passed
1701,27-03-2023,active,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Female,85293,Black,Widowed,Needs Improvement,2,2128,1,3,1,Project Management,External,Passed
1702,07-10-2019,active,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Male,40632,Other,Divorced,Needs Improvement,2,2129,5,5,2,Communication Skills,External,Incomplete
1703,13-12-2022,active,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Female,54337,Other,Married,Needs Improvement,1,2130,3,5,2,Project Management,Internal,Completed
1704,06-06-2020,12-Mar-22,PL,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Female,88590,Black,Widowed,Needs Improvement,4,2131,1,2,1,Project Management,Internal,Passed
1705,25-04-2022,active,BPC,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,Technician,Female,70052,Other,Widowed,Needs Improvement,2,2132,2,3,3,Communication Skills,Internal,Passed
1706,28-07-2020,active,CCDR,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Tower Hand,Female,88134,Black,Single,PIP,1,2133,2,3,2,Technical Skills,External,Passed
1707,28-02-2022,31-May-23,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Female,36904,Hispanic,Widowed,Exceeds,2,2134,4,2,5,Technical Skills,Internal,Completed
1708,25-10-2021,18-Feb-23,EW,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Technician,Female,65653,Asian,Married,Exceeds,2,2135,2,2,4,Technical Skills,Internal,Completed
1709,12-09-2018,11-Jul-20,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Underground,Labor,Female,19006,Other,Divorced,Exceeds,1,2136,2,2,2,Communication Skills,Internal,Incomplete
1710,31-12-2022,15-Jan-23,CCDR,Active,Contract,Zone B,Full-Time,Production       ,General - Con,Laborer,Female,53948,Black,Married,Exceeds,5,2137,1,3,3,Technical Skills,External,Completed
1711,04-11-2021,10-Jun-23,EW,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Evp,Female,69346,Hispanic,Divorced,Exceeds,2,2138,1,5,2,Project Management,Internal,Completed
1712,05-05-2020,active,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,Laborer,Female,3763,White,Widowed,Exceeds,2,2139,1,4,4,Technical Skills,Internal,Passed
1713,08-12-2020,active,NEL,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Supervisor,Female,74489,Black,Widowed,Exceeds,2,2140,4,5,4,Project Management,External,Completed
1714,29-09-2018,20-May-23,PL,Active,Contract,Zone C,Full-Time,Production       ,Aerial,Foreman,Female,73814,Hispanic,Married,Exceeds,2,2141,2,3,3,Customer Service,Internal,Completed
1715,09-01-2020,02-Nov-20,PYZ,Active,Contract,Zone A,Temporary,Production       ,Engineers,Engineer,Female,40697,Other,Widowed,Exceeds,2,2142,2,5,1,Leadership Development,Internal,Failed
1716,01-07-2020,31-Oct-22,SVG,Active,Contract,Zone A,Temporary,Production       ,Yard (Material Handling),Coordinator,Female,46121,Asian,Divorced,Exceeds,1,2143,2,1,1,Communication Skills,Internal,Incomplete
1717,25-08-2022,active,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2,2144,2,5,4,Communication Skills,Internal,Completed
1718,27-02-2019,active,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,Coordinator,Female,58886,Other,Divorced,Exceeds,1,2145,3,3,5,Project Management,External,Failed
1719,25-12-2019,04-Jun-23,MSC,Terminated,Full-Time,Zone A,Temporary,Production       ,Splicing,Model Assistant,Female,73772,Other,Divorced,Exceeds,2,2146,3,1,1,Leadership Development,External,Completed
1720,14-08-2020,27-Oct-21,NEL,Active,Contract,Zone B,Temporary,Production       ,Aerial,Lineman,Female,80599,Hispanic,Divorced,Exceeds,4,2147,2,1,2,Technical Skills,External,Passed
1721,30-07-2021,active,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,Splicer,Female,75427,Black,Widowed,Exceeds,5,2148,1,1,2,Communication Skills,Internal,Passed
1722,02-05-2021,27-Jun-23,PYZ,Terminated,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,Coordinator,Female,90636,White,Single,Exceeds,5,2149,5,3,5,Technical Skills,Internal,Failed
1723,21-01-2023,29-Mar-23,SVG,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Splicer,Female,73850,Asian,Widowed,Exceeds,5,2150,2,1,1,Project Management,External,Incomplete
1724,20-01-2021,27-Jun-23,TNS,Active,Contract,Zone B,Temporary,Production       ,Fielders,Engineer,Female,47622,Hispanic,Married,Exceeds,1,2151,4,4,4,Leadership Development,External,Failed
1725,07-10-2020,active,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,Project Manager,Female,70069,White,Widowed,Exceeds,2,2152,3,1,4,Communication Skills,External,Completed
1726,15-06-2019,active,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,Model Assistant,Female,58613,Other,Married,Exceeds,4,2153,3,5,3,Customer Service,Internal,Completed
1727,28-04-2022,active,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Driller,Male,3793,Other,Married,Exceeds,4,2154,1,3,2,Project Management,External,Failed
1728,29-06-2019,19-Feb-23,EW,Terminated,Part-Time,Zone B,Full-Time,Production       ,Finance & Accounting,Coordinator,Female,72455,Other,Single,Exceeds,4,2155,1,2,4,Customer Service,Internal,Passed
1729,11-09-2018,14-Mar-20,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Executive,Manager,Female,94916,Black,Widowed,Exceeds,3,2156,5,1,3,Customer Service,Internal,Failed
1730,15-05-2020,22-Dec-21,NEL,Active,Contract,Zone A,Full-Time,Production       ,General - Sga,Assistant,Female,1687,Asian,Married,Exceeds,4,2157,4,2,5,Leadership Development,Internal,Incomplete
1731,23-02-2023,active,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Foreman,Female,54978,White,Married,Exceeds,3,2158,2,4,3,Communication Skills,External,Failed
1732,23-03-2021,22-Mar-22,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,Lineman,Female,73141,White,Widowed,Exceeds,5,2159,1,1,1,Customer Service,External,Completed
1733,07-11-2022,06-Apr-23,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Laborer,Female,5804,Other,Married,Exceeds,3,2160,1,1,5,Customer Service,Internal,Completed
1734,19-05-2021,active,TNS,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,Engineer,Female,61393,Asian,Single,Exceeds,3,2161,1,4,3,Communication Skills,Internal,Completed
1735,02-01-2021,active,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,Project Manager,Female,53999,Asian,Married,Exceeds,3,2162,3,5,4,Project Management,External,Incomplete
1736,26-03-2019,active,NEL,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,Lineman,Female,32240,White,Married,Exceeds,1,2163,5,5,4,Communication Skills,Internal,Failed
1737,28-09-2020,active,PL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,Technician,Female,95333,Black,Divorced,Exceeds,3,2164,3,1,3,Technical Skills,Internal,Incomplete
1738,16-03-2019,26-Apr-20,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Female,26451,Asian,Divorced,Exceeds,3,2165,5,3,3,Project Management,External,Failed
1739,20-03-2019,active,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Operator,Female,7438,Asian,Widowed,Exceeds,3,2166,2,2,1,Technical Skills,External,Passed
1740,30-12-2018,10-Aug-20,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Technology / It,Administrator,Female,5348,Hispanic,Divorced,Exceeds,3,2167,2,4,2,Leadership Development,External,Completed
1741,08-08-2018,active,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Technician,Female,26000,Black,Divorced,Exceeds,3,2168,5,1,4,Customer Service,Internal,Incomplete
1742,04-07-2020,11-May-22,MSC,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Flagger,Female,81396,Black,Widowed,Exceeds,3,2169,5,2,4,Customer Service,External,Failed
1743,29-01-2023,active,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Billing,Female,65842,Black,Widowed,Exceeds,3,2170,1,5,2,Leadership Development,External,Completed
1744,09-08-2021,27-May-22,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,Executive,Executive Assistant,Female,34460,Hispanic,Married,Exceeds,3,2171,1,3,2,Communication Skills,External,Passed
1745,16-05-2021,30-Jun-23,CCDR,Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Female,84884,Other,Single,Exceeds,3,2172,2,4,1,Project Management,External,Incomplete
1746,14-08-2021,08-Oct-21,SVG,Terminated,Contract,Zone A,Part-Time,Production       ,Engineers,Engineer,Female,6115,Asian,Divorced,Exceeds,3,2173,1,4,3,Technical Skills,External,Completed
1747,08-02-2022,active,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Coordinator,Female,6918,Black,Married,Exceeds,3,2174,1,1,5,Technical Skills,External,Incomplete
1748,16-12-2019,21-Jun-20,MSC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Technician,Female,71740,Hispanic,Widowed,Exceeds,2,2175,1,3,3,Communication Skills,External,Completed
